"","X","Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","RunTimingGroup","Collection_Location","Processing_Date","Col_Location_Lat","Col_Location_Long","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","SpawnStatus","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_1","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments","Collection_RiverMile_m","Elevation_m","Year","Group_Assignment","Fish_Leng_1_mm","Fish_Leng_2_mm","Fish_Ht_mm","Fish_Grth_mm","Fish_Wt_g","bodysize_pc_g_mm","Fish_Wdth_mm","Predicted_Fish_Wdth_mm","fineness"
"133",31,"SA-1-2019","SA1-2019","SA-1-19","SA1","2019-08-20",NA,"St Anne","9/3/19",61.73953006,-145.9685194,0.978,40.4,41,3,3.8,9.6,9.7,3.7,22.8,"F",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932,"2-C10","N","Y","5","Y","N",NA,0.6,0.4,0.4,0.5,0.5,0.5,0.4,0.4,"POST SPAWNER, NO EGGS",2,"12/18/19",51.3,"12/31/19",10.3,"0.7992","0.2008","","2/5/20",2,0.3134,923.1981,20.4384,4.103616374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2019,"KlutinaLake",404,30,96,228,978,-2.43081749921109,37,40.0334707314356,10.9189189189189
"134",32,"SA-2-2019","SA2-2019","SA-2-19","SA2","2019-08-20",NA,"St Anne","9/1/19",61.73953006,-145.9685194,1.096,43.4,43.6,4,4.6,8.8,9.2,4.3,21.5,"F",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.018,"2-B12","N","Y","5","Y","N",NA,0.6,0.6,0.8,0.5,0.8,0.7,0.5,0.5,"POST SPAWNER, SKEINS ARE EMPTY, LARGE TUMOR ATTACHED TO ANTERIOR END OF SWIN BLADDER",2,"12/18/19",125.1,"12/31/19",26.5,"0.7882","0.2118","","2/5/20",4,0.2448,923.3249,19.656,4.163741007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2019,"KlutinaLake",434,40,88,215,1096,-2.3097765284244,43,42.9196063910386,10.093023255814
"135",33,"SA-3-2019","SA3-2019","SA-3-19","SA3","2019-08-20",NA,"St Anne","9/3/19",61.73953006,-145.9685194,1.406,46.1,46.8,3.9,4.2,10.6,10.1,5.4,24.9,"F",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.328,"2-D5","N","Y","5","Y","N",NA,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.4,"POST SPAWNER, NO EGGS. ONLY FOUND 1 OTOLITH",2,"12/18/19",89.4,"12/31/19",17.1,"0.8087","0.1913","","2/5/20",2,0.3659,923.1981,20.7438,3.967773826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2019,"KlutinaLake",461,39,106,249,1406,-0.847792069518831,54,50.5018271916905,8.53703703703704
"136",36,"SA-6-2019","SA6-2019","SA-6-19","SA6","2019-08-20",NA,"St Anne","9/1/19",61.73953006,-145.9685194,1.406,42.1,43.4,4.1,4.2,12.3,11.6,4.8,27.5,"F",NA,"N/A",24,3.2682,NA,NA,NA,NA,5.6,NA,NA,1.168,"2-C4","N","Y","5","Y","N",NA,0.6,0.7,0.7,0.4,0.5,0.5,0.7,0.5,"SKEINS NOT IN TACT, LOOSE EGGS IN PLASTIC BAG AND THROUGHOUT ABDOMEN. TOOK ONE SUBSAMPLE.",1,"12/18/19",88,"12/31/19",19.2,"0.7818","0.2182","","2/6/20",2,0.2842,923.1981,19.6437,4.285898182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2019,"KlutinaLake",421,41,123,275,1406,-0.710153288391402,48,50.5018271916905,8.77083333333333
"137",40,"SA-10-2019","SA10-2019","SA-10-19","SA10","2019-08-20",NA,"St Anne","9/1/19",61.73953006,-145.9685194,1.998,46.3,48.7,4.5,4.9,12.8,13,6.3,30.5,"F",NA,"N/A",39,5.2551,NA,NA,NA,NA,5.6,NA,NA,1.632,"2-B11","N","Y",NA,"Y","N",NA,0.8,0.4,0.8,0.8,0.5,0.8,0.5,0.6,"SKEIN RUPTURED IN ABDOMINAL CAVITY, LOOSE EGGS EVERYWHERE",3,"12/18/19",61.1,"12/31/19",13.2,"0.784","0.216","","2/6/20",2,0.304,923.1981,19.8186,4.281596072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319323.05,531,2019,"KlutinaLake",463,45,128,305,1998,0.603049655862342,63,64.9814230432582,7.34920634920635
"138",46,"LL-6-2019","LL6-2019","LL-6-19","LL6","2019-08-24",NA,"Long Lake","9/4/19",61.37920879,-143.30713,1.534,42.6,43.2,2.9,3.5,10.8,9.7,6.1,25.8,"F",0.112,"N/A",25,2.1693,23,2.1491,27,2.2968,4,4.2,4.4,1.37,"2-F3","N","Y","5","Y","Y",0.05,2.1,1.8,1.3,1.3,1.4,0.9,0.8,0.8,"FM IN FIELD RIGHT SIDE 1.7, 1.4, 0.9, 1.0",0,"12/31/19",63.1,"1/20/20",19.2,"0.6957","0.3043","","2/11/20",2,0.2411,923.1981,24.1516,7.348822821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2019,"Chitina",426,29,108,258,1534,-1.27894657236517,61,53.6325506190565,6.98360655737705
"139",47,"LL-7-2019","LL7-2019","LL-7-19","LL7","2019-08-24",NA,"Long Lake","9/4/19",61.37920879,-143.30713,1.72,42.4,44.7,3.2,3.6,11,11.3,6.4,28.6,"F",0.158,"N/A",29,2.5475,18,2.2222,31,2.9073,4.4,4.2,4.2,1.482,"2-F5","N","Y","5","Y","Y",0.076,1.7,1.2,1.1,0.9,0.9,0.7,0.9,0.7,"FM IN FIELD 0.8, 0.9, 0.8, 0.7",0,"12/31/19",157.1,"1/20/20",41,"0.739","0.261","","2/11/20",4,0.2477,923.3249,23.935,6.246562699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2019,"Chitina",424,32,110,286,1720,-0.852076323310082,64,58.1818830994477,6.625
"140",48,"LL-8-2019","LL8-2019","LL-8-19","LL8","2019-08-24",NA,"Long Lake","9/4/19",61.37920879,-143.30713,1.632,43.5,44,3.9,4.3,10.9,10.5,6.2,26.7,"F",0.178,"N/A",28,2.964,31,2.9445,30,2.3721,4.5,4.5,4.6,1.392,"2-F2","N","Y","5","Y","Y",0.096,0.9,0.8,0.7,0.7,0.6,0.7,0.6,0.7,"FIRST TWO FECUNDITY SAMPLES HAD LOTS OF SKEIN ATTACHED. FM IN FIELD 0.8, 0.6, 0.6, 0.6",0,"12/31/19",58.8,"1/20/20",15.5,"0.7364","0.2636","","2/11/20",2,0.2955,923.1981,22.8806,6.03145068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2019,"Chitina",435,39,109,267,1632,-0.962070967386919,62,56.0295107431336,7.01612903225806
"141",49,"LL-9-2019","LL9-2019","LL-9-19","LL9","2019-08-24",NA,"Long Lake","9/3/19",61.37920879,-143.30713,1.708,41.7,44.2,3.7,3.7,11,10.8,6.8,27.7,"F",0.14,"N/A",20,2.084,46,3.0428,19,1.418,4.3,4.1,4.2,1.508,"2-C11","N","Y","5","Y","Y",0.07,0.9,1.1,1,0.9,0.8,0.7,1.2,0.9,"FM IN FIELD 0.8, 0.8, 0.7, 0.6",0,"12/31/19",76.3,"1/20/20",20.5,"0.7313","0.2687","","2/11/20",4,0.3102,923.3249,23.2413,6.244385976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258752.38,430,2019,"Chitina",417,37,110,277,1708,-1.1064111266728,68,57.8883777781321,6.13235294117647
"142",50,"LL-10-2019","LL10-2019","LL-10-19","LL10","2019-08-24",NA,"Long Lake","9/3/19",61.37920879,-143.30713,2.07,46.4,47.3,3.7,4.2,11.4,11.3,7.2,29.3,"F",0.154,"N/A",27,2.2199,23,2.1332,29,2.4411,4.2,4.6,4.3,1.818,"2-E1","N","Y","5","Y","Y",0.066,1.7,1.6,1.7,1.3,1.4,1,1.4,0.8,"PUNCTURE WOULD ON VENTRAL SURFACE. FM IN FIELD 1.4, 1.3, 1.1, 0.8",0,"12/31/19",62.3,"1/20/20",19.3,"0.6902","0.3098","","2/11/20",2,0.3571,923.1981,24.4298,7.568140289,4,0.301,923.3249,25.444,7.882330658,4,0.3863,923.3249,25.2729,7.829325361,NA,NA,NA,NA,NA,NA,258752.38,430,2019,"Chitina",464,37,114,293,2070,0.0638411199612406,72,66.7424549711515,6.44444444444444
"143",51,"MA-1-2019","MA1-2019","MA-1-19","MA1","2019-08-20",NA,"Mahlo","9/4/19",61.73588,-145.7294181,1.644,43.6,45.5,3.8,4.1,12,12.2,7.6,28.6,"F",0.266,"N/A",15,2.4816,20,4.2945,27,4.5288,6.1,6.1,5.9,1.274,"2-E9","N","Y","5","Y","Y",0.108,0.6,0.6,0.5,0.5,0.5,0.5,0.6,0.6,"",0,"12/31/19",89,"1/20/20",19,"0.7865","0.2135","","2/11/20",4,0.4094,923.3249,19.4626,4.154937079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2019,"KlutinaLake",436,38,120,286,1644,-0.367637160970328,76,56.3230160644492,5.73684210526316
"144",53,"MA-3-2019","MA3-2019","MA-3-19","MA3","2019-08-20",NA,"Mahlo","9/4/19",61.73588,-145.7294181,1.268,43.7,NA,3.7,NA,10,NA,5.1,NA,"F",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.192,"2-E11","N","Y","5","Y","N",NA,0.4,0.5,0.5,0.5,0.7,0.7,0.5,0.6,"SPAWNED OUT, NO EGGS. FORGOT TO MEASURE WITH TAPE PRIOR TO CUTTING. ",2,"12/31/19",95.6,"1/20/20",18.4,"0.8075","0.1925","","2/11/20",4,0.3028,923.3249,19.9359,3.837035146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2019,"KlutinaLake",437,37,100,245.042661860357,1268,-1.49208572366812,51,47.1265159965616,8.56862745098039
"145",55,"MA-5-2019","MA5-2019","MA-5-19","MA5","2019-08-20",NA,"Mahlo","9/3/19",61.73588,-145.7294181,1.692,41.1,43.4,3.8,3.9,11.8,11.4,7.4,27.4,"F",0.388,"N/A",24,2.9165,29,3.4189,27,3.0407,5.8,5.6,5.4,1.256,"2-D2","N","Y","5","Y","Y",0.178,0.5,0.6,0.6,0.7,0.6,0.5,0.5,0.6,"",0,"12/31/19",105.6,"1/20/20",23.2,"0.7803","0.2197","","2/11/20",4,0.3712,923.3249,21.3028,4.680160606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2019,"KlutinaLake",411,38,118,274,1692,-1.03741141383289,74,57.4970373497114,5.55405405405405
"146",59,"MA-9-2019","MA9-2019","MA-9-19","MA9","2019-08-20",NA,"Mahlo","9/3/19",61.73588,-145.7294181,1.02,41.9,42.3,3.3,3.8,8.3,8.7,4.4,20.4,"F",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954,"2-D7","N","Y",NA,"Y","N",NA,0.7,0.7,0.4,0.6,0.5,0.8,0.6,0.8,"POST SPAWNER, NO EGGS",2,"2/5/20",106.5,"2/11/20",19.8,"0.8141","0.1859","","2/14/20",4,0.2813,923.3249,18.7054,3.477623662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2019,"KlutinaLake",419,33,83,204,1020,-2.87068136113846,44,41.06073935604,9.52272727272727
"147",60,"MA-10-2019","MA10-2019","MA-10-19","MA10","2019-08-20",NA,"Mahlo","9/4/19",61.73588,-145.7294181,1.452,43.5,43.4,4.6,4.6,10.7,10.8,4.9,26.1,"F",0,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.368,"2-F1","N","Y","5","Y","N",NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"SPAWNED OUT NO EGGS",2,"2/5/20",144.4,"2/11/20",27.5,"0.8096","0.1904","","2/14/20",2,0.4205,923.1981,19.5387,3.721012812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306987.7,537,2019,"KlutinaLake",435,46,107,261,1452,-1.10399284789283,49,51.6269309234002,8.87755102040816
"148",61,"TN-1-2019","TNL1-2019","N/A","N/A","2019-09-10",NA,"Tanada","",62.45133,-143.382153,1.502,NA,NA,NA,NA,NA,NA,NA,NA,"F",NA,"N/A",87,6.2576,NA,NA,NA,NA,5.1,NA,NA,1.352,"2-G3","N","Y","5","Y","N",NA,0.7,0.6,0.5,0.4,0.5,0.5,0.5,0.5,"SKEIN LOOSE, EGGS THRIUGHOUT ABDOMEN, UNABLE TO COLLECT SUBSETS",3,"2/5/20",133.3,"2/11/20",34.1,"0.7442","0.2558","","2/14/20",4,0.461,923.3249,23.0119,5.886765116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2019,"TanadaCopperLakes",434.851588410204,NA,106.983070455971,261.172467515556,1502,-1.10456006454352,52.849869762215,52.849869762215,8.22805411568111
"149",62,"TN-2-2019","TNL2-2019","TN-2-19","TNL2","2019-09-10",NA,"Tanada","",62.45133,-143.382153,2.022,46.7,47.6,4.3,5.5,12,13,6,28.2,"F",0.262,"N/A",38,3.889,45,3.6776,57,6.358,4.9,4.5,4.6,1.668,"N/A","N","Y",NA,"Y","Y",0.132,0.8,0.8,0.6,0.7,0.7,0.6,0.6,0.7,"",0,"2/5/20",99.4,"2/11/20",27.8,"0.7203","0.2797","","2/14/20",2,0.3062,923.1981,24.2556,6.783759356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2019,"TanadaCopperLakes",467,43,120,282,2022,0.120400678110312,60,65.5684336858893,7.78333333333333
"150",63,"TN-3-2019","TNL3-2019","TN-3-19","TNL3","2019-09-10",NA,"Tanada","9/20/19",62.45133,-143.382153,1.956,45.08,46.08,4.09,4.05,11.05,13.05,6.01,28,"F",0.296,"N/A",34,5.41,37,6.597,55,8.8,4.5,4.3,4.6,1.586,"2-F12","N","Y","6","Y","Y",0.166,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.6,"",0,"2/5/20",105.8,"2/11/20",25.9,"0.7552","0.2448","","2/14/20",4,0.3028,923.3249,22.389,5.480861059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2019,"TanadaCopperLakes",450.8,40.9,110.5,280,1956,-0.453506073129416,60.1,63.9541544186537,7.50083194675541
"151",64,"TN-4-2019","TNL4-2019","N/A","N/A","2019-09-10",NA,"Tanada","",62.45133,-143.382153,1.86,45.9,48,4.5,5.5,11.8,14.5,5.8,30.8,"F",0.262,"N/A",48,7.8909,50,5.1387,83,4.1888,5.2,4.8,4.9,1.532,"2-G4","N","Y","5","Y","Y",0.136,0.7,0.6,0.5,0.7,0.6,0.6,0.6,0.5,"",0,"2/5/20",140.2,"2/11/20",33.9,"0.7582","0.2418","","2/14/20",2,0.3141,923.1981,21.1332,5.109953495,4,0.2891,923.3249,22.3733,5.409806491,4,0.3106,923.3249,22.3789,5.411160556,NA,NA,NA,NA,NA,NA,472343.24,887,2019,"TanadaCopperLakes",459,45,118,308,1860,0.303241699429597,58,61.6061118481292,7.91379310344828
"152",65,"TN-5-2019","TNL5-2019","TN-5-19","TNL5","2019-09-10",NA,"Tanada","",62.45133,-143.382153,2.176,47.08,48.02,5.09,6.03,14.02,15.07,6.04,31.05,"F",NA,"N/A",53,5.135,NA,NA,NA,NA,4.5,NA,NA,1.816,"2-G1","N","Y","5","Y","N",NA,0.8,0.7,0.6,0.6,0.6,0.6,0.8,0.7,"LOOSE EGGS IN SKEIN, COULDN'T TAKE SUB SAMPLES",3,"2/5/20",92.6,"2/11/20",20.4,"0.7797","0.2203","","2/14/20",4,0.335,923.3249,20.9433,4.613858747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472343.24,887,2019,"TanadaCopperLakes",470.8,50.9,140.2,310.5,2176,1.15358470940521,60.4,69.335085309439,7.79470198675497
"153",76,"MN-6-2020","MN-20-6","MN-6-20","MN-20-6","2020-07-30",NA,"Mentasta","9/29/20",62.94958,-143.35984,1.554,43.4,NA,3.6,NA,10.3,NA,4.6,26.6,"F",0.304,"Fin well: 21(2)",10,0.8135,NA,NA,NA,NA,5.3,NA,NA,1.162,"2-F9","N","Y","5","Y","Y",0.18,0.4,0.7,0.5,0.5,0.4,0.7,0.8,0.8,"",0,"1/10/21",89.5,"1/14/21",19.3,"0.7844","0.2156",NA,"2/8/21",4,0.4095,923.3249,20.6751,4.458429385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2020,"Slana",434,36,103,266,1554,-1.1580377204474,46,54.1217261545825,9.43478260869565
"154",77,"MN-7-2020","MN-20-7","MN-7-20","MN-20-7","2020-07-30",NA,"Mentasta","9/29/20",62.94958,-143.35984,1.62,44.3,NA,5.1,NA,10.6,NA,4.1,26,"F",NA,"Fin well: 19, partial spawn",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.726,"2-F7 (1 OTO)","N","Y","5","Y","N",NA,0.7,0.6,0.4,0.3,0.4,0.4,1.1,0.4,"partial spawn",1,"1/10/21",82.1,"1/14/21",16.9,"0.7942","0.2058",NA,"2/8/21",2,0.3743,955.4635,21.4776,4.421089403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2020,"Slana",443,51,106,260,1620,-1.00487669960255,41,55.736005421818,10.8048780487805
"155",78,"MN-8-2020","MN-20-8","MN-8-20","MN-20-8","2020-07-30",NA,"Mentasta","9/28/20",62.94958,-143.35984,1.294,44.3,NA,4.4,NA,10.5,NA,3.3,25.1,"F",0,"Fin well ID: 12(2). Post-spawn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,"2-E12","N","Y","5","Y","N",NA,0.3,0.4,0.3,0.3,0.7,0.4,0.4,0.4,"Post-spawn.",2,"1/10/21",82.1,"1/14/21",16.1,"0.8039","0.1961",NA,"2/8/21",4,0.4305,923.3249,18.817,3.690057247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2020,"Slana",443,44,105,251,1294,-1.16316234403817,33,47.7624441927453,13.4242424242424
"156",79,"MN-9-2020","MN-20-9","MN-9-20","MN-20-9","2020-07-30",NA,"Mentasta","9/29/20",62.94958,-143.35984,1.266,42.5,NA,4.4,NA,9.6,NA,3.8,23.2,"F",0,"Fin well ID: 22(2). Post-spawn, no eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.174,"2-F10","N","Y","5","Y","N",NA,0.3,0.5,0.3,0.4,0.7,0.6,0.8,0.4,"Post-spawn, no eggs",2,"1/10/21",66.2,"1/14/21",13,"0.8036","0.1964",NA,"2/8/21",2,0.3608,955.4635,19.476,3.824592145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472102.04,678,2020,"Slana",425,44,96,232,1266,-2.00255778848983,38,47.077598443009,11.1842105263158
"157",80,"FC-1-2020","FC-20-1","FC-1-20","FC-20-1","2020-07-31",NA,"Fish Creek Gulkana","9/28/20",63.1000428,-145.481274,1.232,42.8,NA,4,NA,10.1,NA,3.6,24.1,"F",0.212,"Fin well ID: 16 (2)",10,0.7315,NA,NA,NA,NA,4.7,NA,NA,0.966,"2-F4","N","Y","7","Y","Y",0.118,0.4,0.5,0.3,0.4,0.7,0.4,1.2,0.4,"",0,"1/10/21",93.9,"1/14/21",20.2,"0.7849","0.2151",NA,"2/10/21",2,0.4471,955.4635,20.079,4.319444089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2020,"Gulkana",428,40,101,241,1232,-1.68221447122684,36,46.2460000326149,11.8888888888889
"158",81,"FC-2-2020","FC-20-2","FC-2-20","FC-20-2","2020-07-31",NA,"Fish Creek Gulkana","9/28/20",63.1000428,-145.481274,1.342,40.9,NA,4.3,NA,10.4,NA,4.7,25.4,"F",0.254,"Fin well ID: 11",10,0.8079,NA,NA,NA,NA,5,NA,NA,1.044,"2-E11","N","Y","5","Y","Y",0.142,0.5,0.7,0.5,0.8,1.2,0.6,1.9,0.7,"",0,"1/10/21",94.1,"1/14/21",23.5,"0.7503","0.2497",NA,"2/10/21",4,0.5043,923.3249,19.6218,4.900236982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2020,"Gulkana",409,43,104,254,1342,-1.74591620882509,47,48.9364654780076,8.70212765957447
"159",82,"FC-3-2020","FC-20-3","FC-3-20","FC-20-3","2020-07-31",NA,"Fish Creek Gulkana","9/28/20",63.1000428,-145.481274,1.476,41.9,NA,3.9,NA,10.6,NA,4,25.2,"F",0.262,"Fin well ID: 15 (2)",10,0.9226,NA,NA,NA,NA,4.9,NA,NA,1.152,"2-F3","N","Y","3","Y","Y",0.15,0.4,0.7,0.6,0.8,0.5,0.7,0.5,0.9,"",0,"1/10/21",98.8,"1/14/21",23,"0.7672","0.2328",NA,"2/10/21",2,0.4383,955.4635,22.024,5.127044534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2020,"Gulkana",419,39,106,252,1476,-1.5442161999598,40,52.2139415660313,10.475
"160",83,"FC-4-2020","FC-20-4","FC-4-20","FC-20-4","2020-07-31",NA,"Fish Creek Gulkana","9/28/20",63.1000428,-145.481274,1.61,43.6,NA,4.4,NA,10.5,NA,4.5,26.6,"F",0.3,"Fin well ID: 8(2)",10,1.1557,NA,NA,NA,NA,4.9,NA,NA,1.252,"2-E8 (one missing)","N","Y","5","Y","Y",0.15,0.4,0.4,0.4,0.7,0.7,0.4,1.2,0.4,"",0,"1/10/21",97.7,"1/14/21",20.9,"0.7861","0.2139",NA,"2/10/21",4,0.4454,923.3249,20.342,4.351563971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2020,"Gulkana",436,44,105,266,1610,-1.06819833067023,45,55.4914176540551,9.68888888888889
"161",84,"FC-5-2020","FC-20-5","FC-5-20","FC-20-5","2020-07-31",NA,"Fish Creek Gulkana","9/28/20",63.1000428,-145.481274,1.93,42.8,NA,4.6,NA,11.7,NA,5.5,29.3,"F",0.314,"Fin well ID: 10 (2)",10,1.0431,NA,NA,NA,NA,5,NA,NA,1.526,"2-E10","N","Y","5","Y","Y",0.15,0.7,0.6,0.7,0.7,0.6,0.8,1.3,0.6,"",0,"1/10/21",98.9,"1/14/21",23.2,"0.7654","0.2346",NA,"2/10/21",2,0.3338,955.4635,22.8293,5.355305966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473968.02,988,2020,"Gulkana",428,46,117,293,1930,-0.488622957724435,55,63.31822622247,7.78181818181818
"162",95,"GH2-6-2020","GH2-20-6","GH2-6-20","GH2-20-6","2020-09-08",NA,"Gulkana Hatchery","9/28/20",63.06732669,-145.5138318,1.608,45.6,NA,4.6,NA,11,NA,4.2,26.6,"F",0.3,"Fin well ID: 4(2)",10,0.8572,NA,NA,NA,NA,4.9,NA,NA,1.24,"2-E4","Y","Y","4","Y","Y",0.078,0.3,0.5,0.5,0.7,0.4,0.6,2.4,0.5,"",0,"1/15/21",79.3,"1/21/21",17.9,"0.7743","0.2257",NA,"2/16/21",2,0.4163,955.4635,20.5785,4.645083859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2020,"GulkanaHatchery",456,46,110,266,1608,-0.579283255322919,42,55.4425001005025,10.8571428571429
"163",96,"GH2-7-2020","GH2-20-7","GH2-7-20","GH2-20-7","2020-09-08",NA,"Gulkana Hatchery","9/26/20",63.06732669,-145.5138318,1.822,47.3,NA,5.2,NA,11.4,NA,4.7,25.9,"F",0.142,"N/A",10,0.7874,NA,NA,NA,NA,5.1,NA,NA,2.65,"2-C11","Y","Y","5","Y","Y",0.068,0.7,0.7,0.4,0.5,0.4,0.5,0.4,0.6,"",0,"1/15/21",109.6,"1/20/21",23.1,"0.7892","0.2108",NA,"2/16/21",4,0.3837,923.3249,20.0141,4.218300274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2020,"GulkanaHatchery",473,52,114,259,1822,-0.272408909864551,47,60.67667833063,10.063829787234
"164",97,"GH2-8-2020","GH2-20-8","GH2-8-20","GH2-20-8","2020-09-08",NA,"Gulkana Hatchery","9/26/20",63.06732669,-145.5138318,1.47,45.7,NA,4.6,NA,9.8,NA,4.1,24,"F",0.04,"fin well id:34, partial spawner",10,0.9769,NA,NA,NA,NA,5.2,NA,NA,1.348,"2-C10 (1 OTO)","Y","","","Y","Y",0.036,1,0.6,0.5,0.5,0.6,0.4,0.6,0.6,"partial spawner",1,"1/15/21",110.5,"1/21/21",22.7,"0.7946","0.2054",NA,"2/16/21",2,0.3141,955.4635,21.2779,4.371116109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468383.14,909,2020,"GulkanaHatchery",457,46,98,240,1470,-1.26765225799366,41,52.0671889053735,11.1463414634146
